@relation 'Census-weka.filters.unsupervised.attribute.Remove-R60-61-weka.filters.unsupervised.attribute.Remove-R2-8,10-16,18-24,27-28,30-36,38-39,41-55,57-58-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R11-12'

@attribute random_ID numeric
@attribute m_age numeric
@attribute d_age numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_work_hours numeric
@attribute d_years_at_addr_code numeric
@attribute d_work_hours numeric
@attribute usual_resdnt_count_code numeric
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
3196,31,32,3,4,0,4,41,3,14
3197,33,34,3,0,0,0,34.026761,4,12
3198,39,39,4,7,0,15,40,7,12
3200,21,33.721865,4,5,0,2.823703,0,5,12
3201,32,37,3,1,0,1,40,4,13
3202,36,38,3,4,8.619314,4,0,3,12
3203,37,46,4,2,10,2,50,5,13
3204,31,39,3,3,0,4,55,6,12
3205,19,21,5,8,0,1,40,5,12
3206,33,35,3,2,30,4,50,3,13
3207,35,36,3,2,13,2,50,3,12
3209,30,25,3,25,0,2,50,4,12
3210,32,41,3,10,0,10,40,4,13
3211,18,26,3,0,0,0,43,7,14
3212,25,39,4,1,50,1,55,3,14
3213,32,32,3,0,35,0,45,4,13
3214,36,29,3,2,0,1,40,3,14
3215,22,23,3,1,0,1,34.026761,3,10
3216,31,33.721865,3,0,20,2.823703,0,6,5
3217,31,32,4,0,0,3,50,3,13
3219,34,33.721865,3,2,0,2.823703,0,3,6
3220,27,35,4,3,0,3,45,5,11
3221,34,42,3,1,0,2,52,3,14
3222,21,33.721865,3,2,0,2.823703,0,5,11
3223,37,40,4,5,83,2,115,6,14
3224,30,33,4,3,25,4,50,3,12
3225,23,34,6,0,0,0,0,6,4
3226,36,36,4,3,0,1,50,4,14
3228,31,34,3,3,37,5,40,3,14
3229,23,18,3,0,0,0,50,5,10
3230,30,33,4,0,0,0,60,3,12
3233,36,42,3,2,50,2,36,3,14
3234,28,27,5,1,1,1,45,7,12
3235,28,28,3,3,0,3,50,3,14
3236,26,28,4,3,15,3,70,4,11
3237,31,34,3,5,0,3,45,4,11
3238,39,33.721865,3,1,0,2.823703,0,3,2
3239,38,37,4,1,0,1,60,4,12
3240,25,33.721865,4,2,0,2.823703,0,4,10
3242,23,33.721865,3,0,0,2.823703,0,3,6
3243,23,27,3,0,0,0,40,3,14
3244,29,28,3,3,10,0,45,3,12
3245,33,34,3,4,0,3,45,3,14
3246,28,36,3,0,0,1,50,3,14
3247,32,36,3,3,40,2,40,5,12
3248,31,36,3,2,10,2,40,4,13
3249,35,29,3,1,0,2,50,4,14
3250,22,27,2,0,0,0,42,4,8
3251,26,37,4,0,0,0,30,6,6
3252,25,31,3,2.788198,8.619314,2,30,5,7
3253,26,31,3,0,0,0,11,4,12
3254,34,33,3,5,20,3,40,4,10
3256,26,33.721865,3,0,0,2.823703,0,3,6
3257,34,31,3,4,20,6,40,4,14
3259,29,38,3,2,0,3,24,6,12
3261,27,40,3,1,0,1,0,9,2
3263,31,33,4,10,0,10,50,5,13
3264,31,33.721865,3,2.788198,0,2.823703,0,3,11
3265,30,43,3,2,11,2,30,8,9
3266,18,18,2,2,10,10,0,6,10
3267,31,34,3,1,45,2,45,3,13
3268,28,34,3,7,0,1,12,8,13
3270,40,31,4,5,8.619314,6,90,4,14
3271,35,35,4,3,20,0,40,4,13
3273,24,26,4,2,16,2,40,6,13
3274,34,31,3,2,0,2,45,4,13
3275,33,35,3,12,4,10,50,4,11
3276,35,41,4,1,0,4,50,4,12
3277,33,32,4,2.788198,8.619314,2,65,3,14
3278,36,38,3,0,0,2,40,5,5
3279,37,35,3,2,12,2,40,4,14
3280,31,33,3,3,0,3,40,3,14
3281,37,33.721865,2,2.788198,0,2.823703,0,3,7
3282,39,41,4,3,0,3,0,4,9
3283,31,32,3,0,8,0,52,5,12
3284,28,35,2,0,0,2,30,4,13
3285,35,37,3,4,0,1,60,3,14
3286,32,36,3,0,0,2.823703,0,6,14
3288,32,36,3,1,0,2,45,5,12
3289,40,41,4,7,16,5,40,4,14
3291,46,45,4,2.788198,30,21,50,4,13
3292,28,33,3,7,0,8,44,4,12
3295,37,33,4,2,0,4,40,3,14
3296,32,39,3,1,0,2,34.026761,4,12
3297,25,40,3,0,0,0,0,6,12
3298,30,32,3,3,0,4,50,4,11
3300,27,31,3,21,40,5,40,6,12
3301,32,41,3,6,8,8,30,4,11
3303,33,33,4,3,0,3,40,5,13
3305,30,30,4,6,25,5,49,3,13
3307,27,30,3,2,5,0,65,4,12
3308,19,25,4,4,0,0,45,5,13
3309,26,32,3,2,28,4,50,3,13
3310,24,28,5,0,0,2,40,8,14
3311,28,28,3,2,0,2,40,3,14
3312,31,35,4,0,25,0,40,3,14
3313,42,36,3,12,30,12,38,5,14
3314,21,16,3,0,0,2.823703,0,6,12
3315,35,38,4,2,0,3,50,5,13
3316,39,44,2,4,0,1,40,4,14
3320,26,28,2,2,0,0,60,3,13
3321,37,31,4,1,0,1,50,5,14
3322,25,31,4,5,0,4,40,3,14
3323,22,37,4,0,0,0,34.026761,6,12
3325,20,33.721865,3,1,0,2.823703,0,4,10
3326,37,45,3,2,20,0,44,4,14
3327,30,37,3,1,0,2,0,3,12
3329,27,33,3,5,12,4,60,3,12
3330,38,39,4,7,30,7,50,4,13
3333,32,35,3,5,62,2,70,6,13
3334,21,32,3,2,0,2,60,5,12
3336,35,31,3,0,24,0,40,4,13
3338,33,31,3,0,0,0,43,4,12
3339,29,25,4,0,0,0,44,4,14
3340,26,29,4,2,0,2,45,5,13
3341,30,26,3,0,0,0,40,3,8
3343,32,42,3,0,0,1,45,4,14
3344,23,24,2,1,0,4,16,3,9
3345,34,46,3,0,16,0,40,5,7
3346,31,31,2,3,17,2,45,3,10
3348,30,37,4,5,38,3,50,5,14
3349,30,42,3,2,5,1,40,4,11
3350,38,36,3,1,0,1,50,4,12
3351,32,37,4,0,9,0,44,3,13
3352,31,30,4,2,10,0,52,3,14
3353,32,35,2,1,36,1,40,4,12
3355,28,38,4,4,0,2.823703,0,6,10
3356,27,30,3,1,5,1,45,4,13
3357,26,34,2,0,0,0,50,3,12
3358,36,34,3,2,0,9,34.026761,4,12
3359,28,33,3,2,0,1,40,3,10
3361,33,37,4,11,0,10,34.026761,5,12
3364,37,38,5,11,0,9,40,5,14
3365,32,34,4,1,0,0,45,5,11
3366,32,32,2,1,40,0,40,3,10
3367,28,28,3,1,2,0,55,3,13
3368,32,32,3,1,10,1,36,5,14
3371,15,33.721865,3,4,20,2.823703,0,6,12
3373,21,36,3,0,0,2,0,4,7
3374,41,51,3.247138,0,0,2.823703,20,6,7
3375,24,31,3,3,0,2,44,5,14
3376,33,37,4,2,0,7,45,5,11
3377,39,41,4,14,0,13,40,5,13
3378,33,37,4,3,0,1,50,5,12
3379,23,22,1,0,3,0,50,3,12
3380,34,34,5,3,0,3,45,5,13
3381,43,38,4,2,0,2,60,5,14
3382,36,39,4,6,5,2,40,4,14
3385,28,32,3,1,0,0,50,4,11
3386,25,29,2,1,0,1,40,3,7
3387,26,33.721865,2,0,0,2.823703,0,7,7
3388,34,39,3,0,0,2,40,5,13
3389,34,26,3,3,0,0,45,3,8
3393,32,36,3,4,40,4,70,5,13
3395,33,33,3,0,0,0,40,4,14
3396,30,33,3,6,15,6,42,4,14
3397,35,36,3,2,20,1,55,3,12
3398,19,20,5,0,0,0,0,5,14
3399,29,33,2,1,0,0,40,4,10
3400,32,31,3,3,0,3,40,3,13
3401,25,24,2,1,0,0,65,3,9
3403,29,30,5,2,40,2.823703,0,5,13
3404,34,32,3,0,0,6,40,5,11
3407,32,33.721865,3,2,0,2.823703,0,3,8
3408,33,31,3,3,0,3,40,5,12
3410,39,37,3,16,10,16,44,4,13
3411,33,40,3,5,0,2.823703,0,4,13
3412,26,27,3,0,0,0,50,3,12
3413,24,33.721865,3,4,8.619314,2.823703,0,10,13
3414,24,25,3,0,25,0,40,3,11
3415,29,33.721865,2,0,0,2.823703,0,3,1
3418,32,34,2,2,60,1,40,4,13
3419,36,39,5,3,0,2,96,4,7
3420,30,32,3,3,0,2,40,3,13
3422,34,36,3,6,40,3,40,4,13
3423,37,40,4,3,0,3,0,5,4
3424,19,24,4,0,40,0,39,6,14
3425,36,45,2,3,0,2,0,4,7
3426,30,36,3,1,0,0,45,4,14
3427,40,40,4,7,35,4,40,5,14
3429,34,36,3,4,24,6,40,4,14
3430,31,36,4,1,0,0,40,3,13
3431,36,39,4,2,0,0,40,4,14
3432,39,35,3,4,0,5,40,4,12
3435,20,33.721865,2,1,0,2.823703,0,3,3
3436,35,43,3,4,0,0,40,6,11
3438,30,30,3,0,0,2,60,4,13
3440,35,34,4,2.788198,0,0,42,4,13
3441,35,38,3,5,25,5,40,4,14
3442,34,37,3,1,0,1,68,4,13
3444,32,35,2,0,30,0,34.026761,5,12
3446,31,38,4,2,28,0,40,6,13
3447,41,42,5,1,30,1,55,4,14
3448,29,33.721865,2,6,30,2.823703,0,5,13
3449,17,33.721865,3,2,0,2.823703,0,5,8
3450,35,49,6,1,0,0,60,4,14
3451,31,33,3,0,0,0,45,4,11
3453,27,32,3,0,8,0,34.026761,5,10
3454,25,33.721865,4,0,0,2.823703,0,5,4
3455,23,29,3,0,0,2,65,4,10
3456,36,35,3,4,0,4,44,4,13
3457,31,31,3,4,0,4,44,3,13
3458,32,34,3,1,0,2,40,3,13
3460,42,44,5,17,0,17,37,6,14
3464,29,30,3,3,0,3,45,4,13
3465,26,29,5,2,0,2,50,3,12
3466,44,39,4,4,0,2,50,5,14
3467,35,37,3,0,0,3,70,3,13
3468,26,27,3,6,48,5,70,4,11
3469,29,32,2,0,40,0,40,5,12
3470,37,38,3.247138,6,0,10,40,4,14
3472,24,33.721865,3,0,0,2.823703,0,4,11
3475,29,27,2,3,0,3,45,3,12
3476,29,28,2,3,0,3,15,5,14
3478,23,27,2,0,0,2.823703,50,4,7
3479,29,35,4,5,15,3,42,3,11
3480,25,35,3,0,0,0,30,4,14
3482,31,29,2,0,40,1,50,3,9
3484,28,29,5,5,60,6,60,4,13
3487,40,39,4,6,45,4,36,4,14
3489,31,33,3,0,0,0,50,4,13
3490,35,36,3,2,5,2,50,3,12
3491,34,35,3,3,40,3,45,3,14
3492,33,33,3,3,0,3,42,3,13
3493,25,33.721865,5,22,0,2.823703,0,8,14
3494,29,30,3,0,0,7,0,8,10
3495,42,45,2,3,0,3,0,4,7
3496,34,42,4,2,0,0,34.026761,4,14
3497,32,34,2,2,0,2,60,6,7
3498,24,26,2,1,0,1,40,3,12
3500,33,33,4,3,0,2,40,4,14
3501,33,38,5,0,40,0,49,4,13
3504,25,29,3,1,0,0,50,3,11
3506,17,33.721865,3,2.788198,0,2.823703,0,2,5
3507,33,28,4,2,50,2,60,5,14
3508,30,36,3,6,0,9,45,3,13
3509,32,41,4,6,0,6,40,4,14
3510,28,33,3,2,10,3,37,4,13
3511,28,20,4,2.788198,0,2.823703,40,6,14
3512,96,37,3,2,0,2,60,4,1
3513,32,34,6,3,8.619314,3,49,4,13
3514,37,25,3,2,0,0,60,5,11
3515,31,35,3,2,0,2,50,4,14
3516,53,33.721865,2,8,24,2.823703,0,5,13
3518,33,33,5,2,40,3,60,10,14
3520,26,29,4,1,0,0,45,3,13
3521,31,33,3,6,0,6,40,3,13
3522,28,26,3,0,0,0,45,3,12
3523,31,33.721865,3,4,0,2.823703,0,2,5
3524,42,33.721865,3,2,0,2.823703,0,2,13
3525,23,33.721865,3,0,0,2.823703,0,6,13
3527,29,35,6,0,8.619314,0,40,3,2
3528,30,54,2,4,0,4,0,3,6
3529,34,33,3,0,0,1,40,3,12
3530,26,33,3,2,0,0,38,4,12
3531,38,33,5,0,0,1,96,7,7
3532,36,44,3,1,40,5,55,4,14
3533,25,26,3,4,8.619314,2,60,4,13
3535,36,28,3,1,0,1,45,3,13
3536,21,30,3,0,10,0,40,7,12
3537,31,31,3,3,0,0,60,3,13
3538,37,45,3,12,0,5,34.026761,5,14
3539,26,36,3,4,0,4,40,4,14
3540,36,35,4,0,32,4,54,4,13
3541,40,33.721865,3,4,34,2.823703,0,4,11
3542,18,33.721865,3,11,0,2.823703,0,6,14
3543,31,33,3,3,0,0,50,4,14
3545,36,37,3,7,0,4,45,3,13
3549,28,22,3,0,0,0,40,4,12
3550,29,40,4,8,0,3,40,4,10
3552,35,36,4,0,8.619314,0,40,6,13
3553,28,33.721865,2,1,0,2.823703,0,3,5
3554,30,32,3,5,4,5,44,3,13
3555,21,19,2,2,0,0,34.026761,12,11
3557,27,25,2,2.788198,0,0,8,5,12
3558,35,33,4,6,40,6,70,5,12
3559,39,44,5,2,0,0,34.026761,4,12
3560,32,33,3,5,8.619314,2,40,4,12
3561,25,24,3,1,0,1,42,3,10
3562,29,30,4,0,0,2,40,4,14
3563,43,40,3,9,24,9,42,4,10
3564,21,33.721865,3,3,0,2.823703,0,5,8
3565,26,42,4,5,8.619314,5,94,4,11
3566,35,33,3,0,0,0,50,4,12
3567,38,44,3,3,0,3,63,4,14
3569,23,33.721865,2,6,0,2.823703,0,5,11
3572,34,44,4,3,8.619314,3,55,4,14
3574,35,37,5,3,0,3,40,6,10
3576,30,32,5,0,10,0,60,5,12
3578,22,28,3,2,8.619314,0,66,7,10
3579,30,32,2,0,0,0,40,3,13
3580,24,33.721865,3,1,0,2.823703,0,3,5
3581,26,33,4,0,0,0,45,3,11
3582,30,28,2,0,0,3,40,5,13
3584,36,35,5,10,0,0,40,5,14
3585,34,39,4,0,0,0,60,4,14
3586,27,24,3,19,40,6,40,11,3
3588,32,34,3,2,0,2,45,5,14
3589,18,33.721865,2,0,0,2.823703,0,2,3
3590,37,32,4,6,12,0,40,4,11
3591,20,33.721865,3,22,0,2.823703,0,3,4
3595,37,35,3,2,40,1,40,5,14
3596,33,39,3,3,8,3,40,3,11
3597,25,28,4,1,2,1,45,6,14
3598,31,33,3,4,0,3,45,4,10
3601,31,39,2,0,0,0,20,3,6
3604,42,42,6,4,0,6,34.026761,11,6
3605,25,33.721865,3,2.788198,0,2.823703,0,3,8
3608,26,25,2,0,0,2.823703,6,4,6
3609,26,29,3,0,35,5,37,4,14
3610,37,31,3,2,0,3,50,4,13
3611,34,43,3,3,10,3,45,4,14
3612,28,18,3,5,0,2,59,7,14
3613,21,25,3,2,2,2.823703,50,4,13
3615,37,39,2,6,0,2,40,4,14
3616,36,43,3,3,0,3,44,4,14
3617,23,33.721865,4,2,0,2.823703,0,6,13
3619,29,30,3,2,0,5,45,4,12
3620,30,33.721865,3,27,0,2.823703,0,4,12
3621,34,35,3,1,0,1,55,3,13
3622,25,27,3,0,0,2,40,3,12
3624,31,34,3,0,0,0,34.026761,4,12
3625,32,29,3,0,0,0,40,6,10
3626,40,42,3,8,3,2,60,3,13
3628,20,27,4,2,0,1,45,4,10
3629,30,27,4,3,23,1,41,3,13
3630,31,28,6,4,38,4,0,10,14
3631,36,55,3,3,0,7,45,4,14
3632,24,33.721865,3,0,0,2.823703,0,4,9
3634,33,39,4,4,15,14,45,5,14
3635,34,42,4,2,15,4,50,4,13
3638,35,33.721865,1,0,0,2.823703,0,4,11
3640,20,33.721865,5,15,0,2.823703,0,4,14
3641,27,30,3,6,0,3,40,4,12
3642,26,34,3,3,0,1,50,5,12
3643,23,37,3,3,0,2.823703,0,5,9
3644,39,41,4,7,8.619314,7,38,3,14
3645,33,31,3,3,58,4,45,3,14
3647,33,34,3,0,40,6,34.026761,4,12
3649,27,28,2,6,0,0,0,5,4
3650,21,30,3,21,40,0,40,7,13
3651,33,39,3,0,15,1,45,4,14
3652,24,40,3,6,0,6,44,4,10
3654,39,38,4,2,0,1,60,4,14
3655,36,33,4,1,10,1,50,4,14
3657,31,29,3,2,0,2,40,3,14
3658,33,33,3,5,0,5,40,4,11
3659,30,33.721865,3,17,0,2.823703,0,3,14
3660,21,23,3,0,40,0,45,4,12
3662,34,40,3,2,0,2,30,4,13
3663,35,29,3,3,0,0,45,4,13
3664,35,39,4,3,0,5,40,4,12
3665,28,34,3,4,10,4,0,4,7
3666,33,41,4,0,25,0,20,4,12
3668,35,32,3,6,10,7,45,5,13
3669,39,32,3,3,0,3,40,5,12
3670,32,38,3,0,0,0,40,4,13
3671,30,29,4,0,0,0,50,3,12
3672,35,28,3,2.788198,0,6,34.026761,5,14
3674,28,33,4,6,0,2,40,3,14
3675,22,27,3,1,0,0,40,4,11
3677,30,34,6,2,0,1,30,3,12
3679,31,33,3,1,40,1,40,3,12
3681,22,28,4,1,8.619314,0,50,6,12
3682,24,40,3,0,0,0,0,5,7
3683,28,28,3,1,0,0,41,4,13
3686,30,31,3,1,0,0,0,3,11
3687,34,34,3,1,0,1,34.026761,3,14
3688,34,35,3,1,0,0,34.026761,4,13
3689,37,35,3,4,0,4,40,4,11
3690,31,30,2,1,0,1,60,3,12
3691,35,33,3,0,0,3,40,5,13
3692,33,42,3,2,3,0,70,3,13
3693,33,31,4,1,45,3,32,4,13
3695,33,33.721865,3,5,0,2.823703,0,3,10
3696,32,24,2,2,0,0,40,3,9
3697,23,24,3,0,0,1,40,3,12
3699,30,36,3,5,40,3,40,4,12
3700,32,37,3,3,0,3,70,4,13
3702,37,40,3,14,77,13,50,5,13
3703,31,35,3,0,0,1,40,3,13
3704,31,29,3,3,0,3,40,4,12
3705,28,35,3,2,0,10,50,3,13
3706,31,37,3,2,38,1,40,3,14
3707,32,30,3,3,0,3,40,3,13
3709,35,33.721865,3,2,0,2.823703,0,4,9
3710,35,34,3,6,15,6,44,5,11
3711,29,32,3,1,24,4,40,3,11
3712,37,43,2,0,1,4,32,5,12
3713,28,30,3,0,0,0,45,3,12
3714,28,37,3,2,57,2,45,4,12
3715,34,34,3,4,3,4,40,4,12
3716,30,28,3,4,0,3,42,3,12
3717,33,31,3,3,0,3,44,4,11
3718,30,33.721865,3,1,0,2.823703,0,3,6
3721,31,33.721865,3,3,0,2.823703,0,3,5
3722,37,36,3,3,0,2,53,5,14
3723,25,33.721865,3,2,40,2.823703,0,3,11
3724,35,38,4,4,8,2,50,4,14
3725,36,32,3,7,10,1,0,5,12
3726,38,36,3,6,24,8,30,4,14
3728,28,33,3,0,0,0,45,4,12
3730,33,34,3,1,0,1,50,5,14
3731,29,28,4,2,140,3,34.026761,3,13
3732,26,31,2,5,0,5,50,4,13
3733,36,38,4,5,0,5,51,4,14
3735,25,32,4,2,9,2,40,4,13
3736,38,44,4,11,0,11,50,4,13
3737,19,33.721865,3,5,0,2.823703,0,5,14
3738,34,29,3,0,0,2.823703,0,7,9
3739,36,40,6,6,20,6,55,6,14
3740,19,33.721865,4,7,8,2.823703,0,3,7
3741,29,33.721865,3,2.788198,38,2.823703,0,5,13
3743,35,35,3,3,0,4,40,3,13
3745,26,33.721865,3,25,0,2.823703,0,4,14
3746,32,34,4,2,16,3,50,3,14
3747,21,31,3,0,0,4,65,4,11
3749,30,31,2,3,0,4,50,5,12
3750,36,35,4,1,0,0,47,4,12
3751,34,34,5,1,40,1,52,5,14
3752,30.699966,63,3,2.788198,0,1,0,4,5
3754,35,31,2,1,0,2,50,4,14
3755,31,29,3,3,0,3,60,4,12
3756,38,33.721865,3,4,0,2.823703,0,7,10
3758,24,28,3,5,0,4,34.026761,4,12
3759,30.699966,34,3,2.788198,0,2,40,3,12
3762,20,25,2,0,0,0,40,5,11
3764,38,38,4,2,0,6,34.026761,5,14
3766,30,34,3,1,0,3,44,4,13
3767,34,37,4,0,20,4,0,3,14
3768,34,42,3,3,0,1,45,3,13
3769,33,33.721865,3.247138,0,0,2.823703,0,2,5
3770,34,32,4,1,0,1,44,5,12
3772,17,25,2,0,60,0,40,3,12
3773,31,33.721865,4,0,0,2.823703,0,6,14
3774,22,33.721865,2,0,0,2.823703,0,3,6
3775,37,38,3,3,8.619314,0,40,3,14
3776,32,33,4,3,0,2,40,4,13
3777,34,35,4,2,0,2,50,4,14
3778,31,27,4,0,20,1,45,4,13
3780,34,55,3,2.788198,0,18,34.026761,7,11
3782,28,35,3,4,0,0,44,5,11
3783,30,41,4,0,0,0,0,7,10
3784,35,36,3,1,0,1,55,4,9
3785,40,44,3,0,80,3,160,4,12
3786,26,39,3,0,40,0,60,4,11
3788,35,44,4,7,40,5,55,5,14
3789,36,33.721865,3,3,0,2.823703,0,5,4
3790,31,33,3,3,0,6,50,3,12
3791,19,33.721865,5,10,8.619314,2.823703,0,7,13
3792,35,41,3,3,0,2,48,4,14
3793,25,25,5,0,20,3,45,4,13
3794,22,33.721865,4,4,0,2.823703,0,5,13
3795,33,40,2,0,0,0,60,4,8
3796,36,27,3,5,0,4,49,5,10
3797,32,33.721865,3,0,0,2.823703,0,5,12
3798,35,36,4,5,15,2,50,4,12
3799,29,33,3,0,0,3,40,9,14
3800,25,33.721865,1,2,0,2.823703,0,4,7
3801,23,33.721865,2,2,15,2.823703,0,3,5
3803,41,41,3,0,0,0,40,5,14
3805,34,43,5,0,2,0,45,4,14
3806,35,36,3,2,0,2,45,4,12
3807,26,27,4,3,0,3,50,3,14
3808,28,32,2,0,0,6,40,3,12
3809,49,33.721865,4,6,8.619314,2.823703,0,6,13
3810,36,50,3,1,25,1,40,4,14
3812,33,33,5,0,0,3,40,9,14
3813,32,38,4,0,0,0,40,3,12
3814,36,34,3,3,0,3,50,3,14
3815,24,22,3,2.788198,0,2.823703,0,4,12
3818,38,36,3,0,0,0,50,5,14
3819,25,31,3,3,0,0,43,6,13
3820,30.699966,32,3,2.788198,0,0,0,10,7
3821,26,23,3,0,0,0,40,3,10
3822,30.699966,27,2,2.788198,0,0,0,2,8
3823,38,33.721865,3,4,40,2.823703,0,2,14
3824,37,33,3,2.788198,6,1,50,3,13
3826,39,32,5,1,60,4,45,7,13
3827,35,33,3,3,0,3,70,4,13
3828,34,42,3,2,0,9,42,3,14
3829,33,33.721865,3,2.788198,0,2.823703,0,4,5
3830,39,40,5,2,45,2,38,10,12
3832,29,30,3,0,39,0,37,3,13
3833,26,37,3,0,0,2,35,8,13
3834,34,33,3,6,0,6,50,3,12
3835,31,31,4,3,0,3,44,4,13
3836,31,36,4,2,36,2,84,8,12
3837,28,25,3,3,10,2.823703,34.026761,3,13
3838,31,31,3,0,0,2,20,4,12
3839,21,33.721865,5,0,0,2.823703,0,11,12
3840,21,20,3,0,0,0,26,4,12
3841,23,36,3,8,20,3,70,5,12
3842,31,30,3,0,0,1,55,3,11
3843,33,41,2,0,1,0,50,3,12
3844,26,33.721865,3,2,0,2.823703,0,5,11
3845,25,29,5,3,10,4,60,5,14
3846,33,33,4,10,0,9,40,5,12
3848,34,44,3,0,40,0,50,5,14
3849,32,34,4,5,20,5,105,3,13
3850,34,38,3,6,20,1,38,3,13
3851,28,33.721865,3,0,0,2.823703,0,3,6
3852,36,37,5,6,8.619314,6,60,3,11
3854,18,33.721865,5,0,0,2.823703,0,5,14
3856,34,33,4,0,0,0,55,3,11
3857,34,40,2,6,0,3,50,6,10
3859,35,38,3,10,0,6,37,3,14
3860,31,36,3,2.788198,0,2,34.026761,3,14
3862,16,33.721865,3.247138,9,0,2.823703,0,3,5
3864,26,25,2,2.788198,0,2,34.026761,4,6
3865,36,35,4,5,0,6,40,6,12
3866,25,26,3,0,80,0,63,3,12
3867,19,23,3,0,0,2.823703,0,6,14
3868,38,33.721865,5,3,0,2.823703,0,4,10
3869,22,23,3,0,0,0,50,4,11
3870,38,38,4,4,0,5,51,4,14
3872,41,35,4,1,15,2,65,4,13
3873,32,31,3,2,20,2,50,4,11
3874,30,32,2,0,0,0,62,4,13
3875,27,33.721865,1,3,14,2.823703,0,3,7
3877,22,24,3,1,0,4,45,3,10
3878,36,39,5,3,3,1,34.026761,5,14
3879,33,32,3,2,30,2,50,5,12
3880,33,32,4,2,0,4,40,4,13
3882,34,39,3,3,8,1,34.026761,4,14
3884,24,31,3,0,0,2.823703,40,6,12
3886,36,36,4,5,0,5,40,5,14
3887,25,33.721865,3,1,0,2.823703,0,13,14
3888,25,31,4,0,25,0,65,3,12
3891,40,32,2,1,0,0,40,3,12
3892,34,33.721865,4,0,0,2.823703,0,4,11
3893,36,33,4,2,0,2,0,4,12
3894,30.699966,50,3,2.788198,0,13,40,3,8
3895,30,30,3,5,8.619314,6,15,4,12
3896,29,32,4,2,40,3,40,4,14
3897,23,25,3,5,8.619314,5,34.026761,7,13
3900,31,33.721865,3,0,0,2.823703,0,5,13
3901,27,30,2,0,5,1,40,3,13
3903,49,33.721865,5,1,40,2.823703,0,2,10
3905,29,30,3,0,30,2,40,3,14
3906,41,38,2,0,0,7,40,5,12
3907,32,27,2,4,40,4,45,3,12
3908,34,36,3,6,40,6,45,3,14
3909,35,30,3,6,0,0,50,4,12
3910,35,40,3,2,0,1,60,4,12
3912,31,33,3,3,0,3,50,3,12
3913,30,31,3,3,30,3,45,3,13
3914,31,34,2,3,8,5,34.026761,5,7
3916,34,32,4,9,16,9,50,4,12
3919,31,32,3,2,40,6,40,3,13
3920,29,33.721865,3,29,0,2.823703,0,5,13
3921,34,28,3,5,0,3,50,3,13
3922,27,33,2,1,0,0,45,5,13
3923,35,37,3,0,0,1,50,4,11
3924,30,33.721865,3,2,10,2.823703,0,3,4
3927,24,28,4,0,0,0,34.026761,5,13
3928,32,36,4,0,40,0,30,3,14
3929,32,32,3,0,40,0,58,4,11
3930,30,28,4,2,0,2,45,3,12
3932,34,36,4,10,40,10,42,4,11
3934,34,35,3,2,8.619314,1,40,5,10
3935,39,38,3,2,0,2,39,3,14
3936,32,37,3,0,0,2,45,3,14
3937,31,31,3,4,39,2,63,4,13
3938,36,41,3,3,10,7,55,5,13
3939,29,30,3,22,16,2,30,5,13
3940,34,33.721865,4,4,0,2.823703,0,4,5
3941,22,33.721865,3,0,0,2.823703,0,3,7
3942,35,36,4,0,0,2,45,3,12
3943,28,31,3,0,8.619314,0,45,4,14
3944,35,28,3,6,0,3,40,9,10
3945,34,35,3,3,0,2,60,4,14
3946,24,22,2,4,0,0,40,4,8
3947,32,34,4,0,0,2.823703,0,6,14
3948,32,31,3,4,8,2,50,3,12
3950,18,33.721865,2,0,0,2.823703,0,2,4
3951,37,41,3,0,0,0,0,5,6
3952,35,41,3,0,0,2,0,6,13
3953,31,31,2,0,0,0,0,4,7
